CustomerID,First,Last,StreetAddress,City,State,ZipCode,Email,PhoneNumber,FirstPurchaseDate,SubscribedToEmailList,Gender
194680,Sasha,Victorine,2258 Bowie Ct,Courtland,CA,95615,victorine.s@mail.com,(916) 126-2016,07-Apr-13,FALSE,M
196068,Theresa,Mireles,1869 Bulwick Ct,Sacramento,CA,95816,m_theresa83@mail.com,(916) 930-1409,05-Jul-13,TRUE,F
197102,Renee,Galyan,8918 Mossy Bank Dr,Sacramento,CA,94207,g_renee59@yahoo.com,(916) 574-6429,11-Jul-13,TRUE,F
199895,Philip,Levine,6467 Ferragamo Way,Sacramento,CA,95835,lphilip24@yahoo.com,(916) 426-0676,07-Oct-12,FALSE,M
200272,Jane,O'Neill,3709 Sunfaire Ln,Mather,CA,95655,ojane@hotmail.com,(916) 347-7544,07-Mar-13,TRUE,F
202612,LeVar,Burton,9224 Belladonna Ct,Sacramento,CA,94271,b_levar@mail.com,(916) 123-3788,17-Jul-13,FALSE,M
203787,Amanda,Kershaw,4297 Ewing Way,Sacramento,CA,95832,kamanda31@gmail.com,(916) 188-3840,03-Nov-12,FALSE,F
204295,Opal,Barnette,8828 Ost Pl,Sacramento,CA,94245,opalb94@hotmail.com,(916) 646-3176,12-Feb-13,FALSE,F
205190,Lincoln,Steffens,61 Explorer Dr,Folsom,CA,95763,l_steffens@mail.com,(916) 692-3299,27-Apr-13,FALSE,M
205878,Ryan,Coogler,8369 Sadie Ct,Sacramento,CA,95820,ryan_c1@gmail.com,(916) 646-3438,14-Sep-13,TRUE,M
205927,Anthony,Swofford,465 Jacinto Ave,North Highlands,CA,95660,aswofford@gmail.com,(916) 750-9615,27-Jul-13,FALSE,M
206078,Marcos,Breton,4004 Fall River Way,Sacramento,CA,94244,b.marcos46@gmail.com,(916) 992-5021,17-Aug-12,FALSE,M
207846,Urijah,Faber,7424 Long River Dr,Sacramento,CA,95837,urijahf@gmail.com,(916) 206-7224,03-Jul-12,TRUE,M
214537,Sue,Gregory,5936 Cedar Rock Cir,Sacramento,CA,95836,gregory_s5@gmail.com,(916) 253-5310,21-Oct-12,FALSE,F
216081,Jeff,Float,9135 Roemer Ln,Sacramento,CA,94277,f_jeff12@aol.com,(916) 610-6682,27-Apr-13,FALSE,M
216475,Eleanor,Dillow,4027 Mountain View Ave,Sacramento,CA,95887,edillow@gmail.com,(916) 969-3760,16-Aug-13,TRUE,F
218889,Doris,Morelli,736 Mahonia Cir,Isleton,CA,95641,m_doris@aol.com,(916) 847-9046,24-Jan-13,TRUE,F
220206,Brent,Bourgeois,4967 Kimmie Ct,Sacramento,CA,94249,bourgeois_b23@icloud.com,(916) 551-1671,19-Feb-13,TRUE,M
224094,Lynn,Newhart,1676 San Mateo Ct,Antelope,CA,95843,lynn.n@zoho.com,(916) 933-9057,10-Mar-13,TRUE,F
225489,Annette,Woolard,342 Manmar Way,Walnut Grove,CA,95690,annettew25@outlook.com,(916) 544-3564,14-Jan-13,TRUE,F
226209,Tim,McCord,5383 Tanzanite Way,Wilton,CA,95693,tim.m@gmail.com,(916) 163-1292,12-Mar-13,FALSE,M
226909,Sandie,Reed,8291 Munson Way,Sacramento,CA,95814,s.reed@aol.com,(916) 616-1159,10-Sep-13,FALSE,F
227372,Peg,Winchester,3546 Glen Springs Way,Elverta,CA,95626,w.peg@mail.com,(916) 692-8007,28-Oct-12,FALSE,F
227456,Kathy,Kerr,6709 Ashford Hill Pl,Sacramento,CA,94294,k.kerr@hotmail.com,(916) 501-3274,27-Oct-12,TRUE,F
229742,Annette,Nielsen,9472 Calistoga Way,Carmichael,CA,95609,annetten33@yahoo.com,(916) 474-2055,08-Jan-13,TRUE,F
230467,Erik,Lobo,224 Tennis Ct,Sacramento,CA,95837,lobo.e@yahoo.com,(916) 729-8525,03-Aug-13,TRUE,M
230602,May,Tapp,1672 Olympic Way,Sacramento,CA,95829,t_may@yahoo.com,(916) 404-1739,23-Nov-12,TRUE,F
231615,Richard,Rodriguez,8026 Bowen Cir,Sacramento,CA,94205,richard.r@mail.com,(916) 353-4694,22-Aug-13,FALSE,M
233813,J.P.,Howell,4946 Dylan Ave,Sacramento,CA,94204,j.p.h@icloud.com,(916) 893-1158,23-Jun-13,FALSE,M
233956,James,Irvin,4934 Sage Thrasher Cir,Elverta,CA,95626,irvinj77@aol.com,(916) 569-3706,15-Jan-13,FALSE,M
235720,Loreto,Garza,6290 Sandpointe Ct,Sacramento,CA,94287,loreto_g@mail.com,(916) 619-2434,16-Aug-13,FALSE,M
236554,Rich,Manning,919 Idle Wild Way,Sacramento,CA,94208,manning_r@icloud.com,(916) 521-8440,19-Apr-13,FALSE,M
238347,Candace,Askins,1014 Viking Dr,Sacramento,CA,94229,candace.a@mail.com,(916) 609-8271,24-Oct-12,TRUE,F
240205,Anna,Mcconnell,4241 Elbert Way,Sacramento,CA,95812,anna.m@zoho.com,(916) 195-1397,05-Sep-12,TRUE,F
241144,Verna,Alfred,5388 Delwood Way,Sacramento,CA,95821,v.alfred@mail.com,(916) 315-0845,03-Jul-13,FALSE,F
242720,Randy,Lerch,690 E Elkhorn Blvd,North Highlands,CA,95660,l.randy@mail.com,(916) 548-1298,24-Mar-13,TRUE,M
244282,Sabrina,Hansen,9 Dondra Way,Sacramento,CA,95899,hansens@mail.com,(916) 772-7635,16-Jan-13,FALSE,F
245577,Kevin,Sharp,8650 Moffatt Way,Sacramento,CA,94248,kevin.s11@yahoo.com,(916) 486-2037,20-Jan-13,FALSE,M
247216,Chloe,Sutton,3571 Weldon Way,Sacramento,CA,94285,schloe@outlook.com,(916) 819-9818,03-Dec-12,TRUE,F
249188,Isaiah,Ross,6790 Los Coches Way,Orangevale,CA,95662,ross.i72@zoho.com,(916) 467-3491,16-Mar-13,TRUE,M
249779,Scott,Pruett,5766 Parklite Cir,Antelope,CA,95843,scottp@gmail.com,(916) 240-9266,26-May-13,FALSE,M
250266,Mildred,Shafer,2288 Piercy Way,Sacramento,CA,94291,smildred@icloud.com,(916) 992-8425,21-Feb-13,FALSE,F
253106,Candace,Moriarty,2737 Vallecitos Way,Sacramento,CA,95829,c_moriarty39@icloud.com,(916) 756-5791,12-May-13,FALSE,F
256181,William,Everson,1952 Husch Way,Sacramento,CA,95894,williame@icloud.com,(916) 341-5255,13-Sep-12,FALSE,M
262579,Mattie,Ryan,7930 Staggs Way,Elk Grove,CA,95624,rmattie@fastmail.com,(916) 453-4559,28-May-13,TRUE,F
262638,Brian,Henninger,9729 Koyama Ct,Sacramento,CA,95831,brianh@icloud.com,(916) 935-9159,27-Jul-13,TRUE,M
265133,Denise,Steele,2232 Boswell Ct,Sacramento,CA,94244,denise_s43@yahoo.com,(916) 793-4607,27-Sep-12,TRUE,F
265339,Jamie,Bottoms,8246 Singleton Ct,Sacramento,CA,94273,b_jamie@yahoo.com,(916) 665-4187,21-Apr-13,TRUE,F
265707,Marko,Cavka,6677 Southland Way,Sacramento,CA,95820,c.marko@icloud.com,(916) 309-6667,20-Dec-12,TRUE,M
266633,Etu,Molden,955 Munger Way,Sacramento,CA,94284,emolden2@aol.com,(916) 389-3432,31-Mar-13,FALSE,M
267632,Randy,Veres,7939 Ruge Ct,Sacramento,CA,95834,veres_r@outlook.com,(916) 264-3332,06-Jun-13,TRUE,M
269687,Scott,Smith,8867 Belle Fleur Way,Isleton,CA,95641,smiths@mail.com,(916) 150-2056,02-Jul-12,TRUE,M
270853,Helen,Oliver,1281 Poinsettia Ct,Sacramento,CA,95853,oliver_h@hotmail.com,(916) 988-5646,20-Jul-13,FALSE,F
271531,Mildred,Masters,9480 Irvin Way,Sacramento,CA,94294,m_masters@zoho.com,(916) 835-0525,03-May-13,TRUE,F
274541,Joanna,Benson,422 Adkinson Ct,Sacramento,CA,95826,joanna.b53@mail.com,(916) 315-8858,31-Jul-12,TRUE,F
275152,Anthony,Padilla,1968 Rosa Del Rio Way,Sacramento,CA,94249,a.padilla@fastmail.com,(916) 171-8841,12-Jan-13,TRUE,M
276549,John,Bowker,3500 Carsington Way,Sacramento,CA,94279,b.john@outlook.com,(916) 216-5687,17-Dec-12,TRUE,M
277310,Delores,Ramey,4055 Tenwoods Ct,Sacramento,CA,94263,ramey.d@yahoo.com,(916) 153-9551,02-Jan-13,FALSE,F
277373,Mike,Flanagan,5486 Gustine Way,Elk Grove,CA,95757,mikef10@zoho.com,(916) 699-6637,24-Oct-12,TRUE,M
278204,Ann,Spencer,338 Raymar Way,Sacramento,CA,95824,s_ann@aol.com,(916) 811-3094,29-Aug-12,TRUE,F
278809,Darrin,Nelson,5964 Pintado Ct,Sacramento,CA,94252,ndarrin44@yahoo.com,(916) 745-5644,06-Nov-12,TRUE,M
283158,Thelma,Armstead,9078 Shadowglen Rd,Sacramento,CA,94291,thelma.a63@outlook.com,(916) 532-0329,14-Mar-13,TRUE,F
286196,Matt,Bouza,2228 Shepard Ave,Elverta,CA,95626,m.bouza11@yahoo.com,(916) 909-4497,31-Aug-12,FALSE,M
289693,Scott,Galbraith,6725 Sher Ct,Sacramento,CA,94280,g.scott33@outlook.com,(916) 468-4474,30-Dec-12,TRUE,M
292402,Onterrio,Smith,3849 Frizell Ave,Sacramento,CA,94286,smitho@outlook.com,(916) 437-4755,16-Aug-12,FALSE,M
296208,Leticia,Delisle,2816 Hesket Way,Sacramento,CA,94261,delislel@mail.com,(916) 427-7357,17-Nov-12,TRUE,F
296353,Greg,Vaughn,6109 River Grove Cir,Citrus Heights,CA,95611,greg_v98@gmail.com,(916) 935-5283,13-Aug-13,FALSE,M
296886,Pam,Doane,2241 L St,Fair Oaks,CA,95628,doanep30@zoho.com,(916) 934-8098,09-Aug-13,FALSE,F
297686,Constance,Weaver,134 La Gama Ct,Sacramento,CA,95842,constance.w@zoho.com,(916) 150-2998,13-Jun-13,FALSE,F
298508,Emily,Jardine,6106 Tiogawoods Dr,Sacramento,CA,94278,jardine.e35@mail.com,(916) 708-0319,25-Jul-13,FALSE,F
301793,Eric,Heiden,778 Acero Ct,Sacramento,CA,95887,heidene80@aol.com,(916) 768-7209,04-Mar-13,TRUE,M
302774,Mike,Patterson,9198 Temwoods Way,Sacramento,CA,95817,m_patterson@mail.com,(916) 811-1219,04-May-13,FALSE,M
304344,Mark,Allen,9791 Turnbridge Dr,Sacramento,CA,94248,mark_a@icloud.com,(916) 466-7221,18-Jan-13,TRUE,M
305005,Spencer,Levin,3474 Breanna Ct,Sacramento,CA,95814,spencerl@zoho.com,(916) 207-5325,23-Mar-13,FALSE,M
306475,Kris,Ryan,6768 Oaken Bucket Ct,Sacramento,CA,94258,ryan_k@icloud.com,(916) 419-0740,03-Jul-12,TRUE,F
306853,Bob,Forsch,6497 Verna Way,Sacramento,CA,95816,forsch.b@icloud.com,(916) 641-7622,22-Jun-13,TRUE,M
308505,Andy,Fox,484 Dickson St,Sacramento,CA,95814,afox@mail.com,(916) 228-4232,07-Mar-13,TRUE,M
308662,Annette,Schmitt,8791 Flowerwood Way,Sacramento,CA,95830,s.annette@aol.com,(916) 681-4901,08-Dec-12,TRUE,F
308688,Tammy,Reynolds,5229 Middlesax Way,Sacramento,CA,94246,rtammy94@hotmail.com,(916) 715-1712,19-Aug-13,TRUE,F
310195,Lori,Breazeale,4672 Tungsten Way,Sacramento,CA,94230,b.lori95@mail.com,(916) 429-7344,06-Nov-12,FALSE,F
315634,Karen,Kijewski,5473 Pasadena Ave,Elk Grove,CA,95757,karen.k@aol.com,(916) 953-6433,11-Jul-13,FALSE,F
317461,Megan,Hsu,8265 Predial Way,Sacramento,CA,94239,hsu_m74@outlook.com,(916) 486-7788,31-Jan-13,FALSE,F
317807,Joel,Jones,3463 Durney Ct,Sacramento,CA,94289,j.jones13@mail.com,(916) 261-0393,30-Jan-13,TRUE,M
319387,Malachi,Davis,6230 Eversley Ct,Sacramento,CA,95818,davis.m@gmail.com,(916) 612-0054,06-Jan-13,FALSE,M
323830,Darnell,Hillman,5530 Reef Ct,Sacramento,CA,94244,d.hillman65@gmail.com,(916) 192-3990,13-Jul-13,TRUE,M
324435,Teddy,Bruschi,5355 Surf Way,Sacramento,CA,94209,b.teddy@aol.com,(916) 253-3841,22-Jul-12,FALSE,M
325263,Kathleen,Boehmer,607 Arrowood Ct,Rancho Cordova,CA,95741,boehmer_k@zoho.com,(916) 367-5930,21-Nov-12,TRUE,F
327750,Ethel,Atherton,9102 Peridot Ct,Sacramento,CA,94289,eatherton@icloud.com,(916) 850-0067,18-Sep-13,FALSE,F
329994,Thomas,Kelly,3823 Schiro Ct,Sacramento,CA,95817,k.thomas@outlook.com,(916) 555-7140,22-Oct-12,FALSE,M
330223,Mel,Hutchins,1046 Auburn Blvd,Sacramento,CA,94291,hutchins_m9@gmail.com,(916) 949-7374,09-Feb-13,TRUE,M
330570,Tyson,Griffin,5874 Priscilla Ln,Sacramento,CA,94261,tyson.g@fastmail.com,(916) 565-8216,14-Aug-13,TRUE,M
331115,Janet,Koons,5726 Jefferson Ave,North Highlands,CA,95660,j.koons@fastmail.com,(916) 490-7982,24-Jul-12,TRUE,F
332324,Sheila,Hudson,4685 Flowerwood Way,Sacramento,CA,94288,sheilah@mail.com,(916) 195-5498,10-Dec-12,FALSE,F
336644,Charlie,Zink,4011 Life Ave,Sacramento,CA,95867,charliez39@yahoo.com,(916) 361-7739,12-Sep-12,FALSE,M
343021,Brad,Lidge,7335 Loma Oak Ct,Herald,CA,95638,lidgeb@aol.com,(209) 262-5722,14-Jan-13,TRUE,M
344702,John,Gibson,2000 De Costa Ave,Rancho Cordova,CA,95742,gibsonj@mail.com,(916) 511-0651,03-Mar-13,TRUE,M
345348,Ada,Belle,7669 Gardenwood Way,Sacramento,CA,95835,b_ada13@outlook.com,(916) 100-2494,07-Jun-13,FALSE,F
345748,Vance,Worley,1297 Goethe Rd,Sacramento,CA,94209,w_vance@yahoo.com,(916) 987-3319,10-Aug-13,TRUE,M
346006,Kristi,Kirk,8664 Beret Ln,North Highlands,CA,95660,kristi_k@aol.com,(916) 379-7184,21-Mar-13,FALSE,F
347189,Blanche,Decker,9874 Accrington Way,Sacramento,CA,95838,decker_b@zoho.com,(916) 959-2997,22-Jul-12,FALSE,F
347659,Isabel,Kerr,3904 Faldo Ct,Sacramento,CA,95820,k_isabel@icloud.com,(916) 938-7595,16-Jun-13,FALSE,F
352644,Jimmy,Smith,9978 Glenleigh Ct,Sacramento,CA,94209,s.jimmy@yahoo.com,(916) 663-3995,10-May-13,TRUE,M
353846,Roberta,Otten,7033 Calmo Way,Sacramento,CA,94237,otten.r@hotmail.com,(916) 480-2476,16-Dec-12,TRUE,F
355107,Ephraim,Salaam,7309 Sea Glass Way,Sacramento,CA,94288,ephraims@mail.com,(916) 356-4090,06-May-13,TRUE,M
357579,Cynthia,Robinson,9816 Gold Point Way,Carmichael,CA,95609,r_cynthia66@icloud.com,(916) 165-5826,26-Nov-12,TRUE,F
358901,Michelle,Carpenter,6724 Gallop Ct,Sacramento,CA,94287,c_michelle@yahoo.com,(916) 194-6390,14-Jan-13,FALSE,F
363931,Ryan,Dinwiddie,1818 Coberly Ct,Sacramento,CA,94204,r_dinwiddie@gmail.com,(916) 267-3556,08-Jul-12,TRUE,M
366695,Audrey,Higginbotham,3540 Richfield Way,Carmichael,CA,95609,haudrey@icloud.com,(916) 400-0088,19-Feb-13,FALSE,F
370366,Dion,James,6548 Maybrook Dr,Sacramento,CA,94236,james.d@outlook.com,(916) 298-3739,25-Feb-13,TRUE,M
370870,Nicholas,Sparks,9201 Thermiac Gulf Way,Sacramento,CA,94248,n.sparks@aol.com,(916) 126-0724,15-Jul-12,TRUE,M
371731,Veronica,Bouchart,6229 Blaze Ct,Sacramento,CA,94237,v.bouchart@mail.com,(916) 968-3890,09-Apr-13,TRUE,F
373200,Rene,Syler,1551 Holford Way,Sacramento,CA,94268,rene.s@fastmail.com,(916) 566-2029,17-Sep-13,FALSE,F
378374,Vic,Grimes,5318 Silver Sea Way,Mather,CA,95655,vicg@zoho.com,(916) 206-7464,31-Aug-12,FALSE,M
380003,Amobi,Okugo,7399 Mariposa Ave,Sacramento,CA,95827,aokugo@aol.com,(916) 374-8348,21-Oct-12,FALSE,M
383684,Derrick,Lewis,735 Fuchsia Ct,Sacramento,CA,95819,d.lewis@outlook.com,(916) 241-1004,14-Nov-12,FALSE,M
384899,Charles,Schwab,4188 Clarity Ct,Sacramento,CA,95887,schwabc@aol.com,(916) 704-4985,14-Sep-13,FALSE,M
385115,Pete,Ranzany,3661 Napa Ave,Citrus Heights,CA,95621,ranzanyp@zoho.com,(916) 705-2949,01-May-13,TRUE,M
386336,Maxine,Perrin,9352 Oterol Ct,Sacramento,CA,94205,m.perrin72@outlook.com,(916) 131-5603,14-Jul-12,TRUE,F
386950,Sheri,O'Brian,5649 Proper Ct,Sacramento,CA,94274,o'brians76@hotmail.com,(916) 899-7068,26-Jan-13,TRUE,F
390130,Sab,Shimono,2316 Akins Ct,Sacramento,CA,95864,sshimono@hotmail.com,(916) 428-0825,01-Apr-13,TRUE,M
393120,Lula,Hsu,9127 Deer Fern Ct,Rancho Cordova,CA,95741,lulah@outlook.com,(916) 618-8114,27-Jan-13,TRUE,F
393893,Donald,Butler,7465 Bevil St,Fair Oaks,CA,95628,b_donald@mail.com,(916) 386-4729,08-Sep-13,TRUE,M
395125,Rowland,Office,1070 Bandon Way,Sacramento,CA,95825,rowland_o25@gmail.com,(916) 623-2326,30-Aug-13,TRUE,M
396166,Nina,Sanders,1750 Villajoy Way,Sacramento,CA,94258,s.nina@icloud.com,(916) 930-2829,27-Jun-13,TRUE,F
403000,Teresa,Wilber,5557 Old Kent Ln,Sacramento,CA,94244,teresaw@outlook.com,(916) 253-2759,28-Jun-13,TRUE,F
404678,Anna,Kirk,6693 Goldsboro Ct,Folsom,CA,95630,kirk_a@yahoo.com,(916) 658-3520,28-Nov-12,TRUE,F
405322,Phil,Tayag,5939 De Rosa Ct,Sacramento,CA,94298,t.phil@zoho.com,(916) 857-7371,26-Aug-12,TRUE,M
405671,Toni,Case,1130 Deer Lake Dr,Sacramento,CA,95812,tcase92@mail.com,(916) 460-4193,26-Apr-13,TRUE,F
407605,Leland,Glass,2047 Historic Aly,Sacramento,CA,94248,lglass52@mail.com,(916) 511-8900,27-Apr-13,FALSE,M
408341,Emily,Fender,4793 Fox Hollow Ln,Sacramento,CA,94291,e_fender5@gmail.com,(916) 320-0106,21-Aug-12,FALSE,F
409910,Lester,Holt,8563 Bailey Way,Sacramento,CA,95851,lesterh@hotmail.com,(916) 786-8346,22-Nov-12,FALSE,M
412235,Olivia,Fulks,4511 E Socap Walk,Sacramento,CA,94246,fulks.o81@fastmail.com,(916) 192-6985,02-Aug-13,TRUE,F
412544,Jay,Hughes,5622 Mathews Way,Sacramento,CA,94280,hughes.j74@mail.com,(916) 826-4425,29-Jun-13,TRUE,M
412876,Leila,Olson,6584 Roseville Rd,Sacramento,CA,95865,olson_l@hotmail.com,(916) 273-8647,20-Mar-13,TRUE,F
412929,Ashley,Boyd,8949 Colgate Ct,Sacramento,CA,94273,boyd.a@icloud.com,(916) 112-2328,03-Apr-13,TRUE,F
413292,Verna,Drayton,9115 Fawnridge Way,Sacramento,CA,95822,v.drayton@icloud.com,(916) 346-0567,21-Jul-12,FALSE,F
413495,Jeremy,Powell,3118 Lakewood Rd,Sacramento,CA,94239,powellj@mail.com,(916) 463-3419,27-Jul-12,TRUE,M
